E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_38_624.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_38_624.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_38_624.jpg,0,0,0,4.46E-06
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_38_694.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_38_694.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_38_694.jpg,0,0,0,1.09E-06
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_38_763.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_38_763.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_38_763.jpg,0,0,0,2.84E-06
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_38_832.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_38_832.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_38_832.jpg,0,0,0,1.58E-05
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_38_899.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_38_899.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_38_899.jpg,0,0,0,9.60E-06
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_38_966.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_38_966.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_38_966.jpg,0,0,0,1.60E-05
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_39_035.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_39_035.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_39_035.jpg,0,0,0,1.67E-05
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_39_103.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_39_103.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_39_103.jpg,0,0,0,1.36E-05
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_39_171.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_39_171.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_39_171.jpg,0,0,0,2.79E-05
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_39_240.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_39_240.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_39_240.jpg,0,0,0,1.05E-05
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_39_307.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_39_307.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_39_307.jpg,0,0,0,7.85E-06
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_39_375.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_39_375.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_39_375.jpg,0,0,0,9.69E-06
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_39_445.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_39_445.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_39_445.jpg,0,0,0,8.65E-06
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_39_512.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_39_512.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_39_512.jpg,0,0,0,2.63E-05
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_39_581.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_39_581.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_39_581.jpg,0,0.02511699,0,0.01581598
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_39_650.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_39_650.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_39_650.jpg,0,0.2017108,0,0.09413548
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_39_720.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_39_720.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_39_720.jpg,0,0.4395295,0,0.4496966
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_39_788.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_39_788.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_39_788.jpg,-0.05,0.622279,0,0.8083938
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_39_857.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_39_857.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_39_857.jpg,-0.2,0.7975398,0,1.304028
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_39_924.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_39_924.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_39_924.jpg,-0.4,1,0,2.195302
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_39_993.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_39_993.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_39_993.jpg,0,1,0,2.901682
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_40_060.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_40_060.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_40_060.jpg,0,1,0,3.838526
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_40_130.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_40_130.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_40_130.jpg,0,1,0,4.541183
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_40_200.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_40_200.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_40_200.jpg,0,1,0,5.470405
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_40_268.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_40_268.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_40_268.jpg,-0.05,1,0,6.162221
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_40_335.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_40_335.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_40_335.jpg,-0.2,1,0,6.842585
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_40_403.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_40_403.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_40_403.jpg,-0.4,1,0,7.725179
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_40_471.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_40_471.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_40_471.jpg,0,1,0,8.37536
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_40_541.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_40_541.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_40_541.jpg,0,1,0,9.269384
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_40_610.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_40_610.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_40_610.jpg,0,1,0,9.939032
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_40_680.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_40_680.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_40_680.jpg,0,1,0,10.82617
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_40_747.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_40_747.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_40_747.jpg,0,1,0,11.58584
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_40_815.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_40_815.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_40_815.jpg,0,1,0,11.89522
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_40_885.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_40_885.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_40_885.jpg,-0.15,1,0,13.03299
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_40_953.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_40_953.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_40_953.jpg,-0.3,1,0,13.72133
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_41_021.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_41_021.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_41_021.jpg,-0.5000001,1,0,14.49776
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_41_090.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_41_090.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_41_090.jpg,-0.6500001,1,0,14.80839
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_41_160.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_41_160.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_41_160.jpg,0,1,0,15.6365
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_41_229.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_41_229.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_41_229.jpg,0,1,0,16.39366
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_41_298.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_41_298.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_41_298.jpg,0,1,0,16.81592
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_41_366.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_41_366.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_41_366.jpg,0,1,0,17.64072
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_41_435.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_41_435.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_41_435.jpg,0,1,0,18.44711
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_41_504.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_41_504.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_41_504.jpg,0,0.9453765,0,19.25466
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_41_572.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_41_572.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_41_572.jpg,0,0.7620347,0,19.61665
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_41_639.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_41_639.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_41_639.jpg,-0.2,0.5257332,0,20.04859
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_41_707.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_41_707.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_41_707.jpg,-0.35,0.3440688,0,20.39284
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_41_776.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_41_776.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_41_776.jpg,-0.5000001,0.162239,0,20.12006
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_41_843.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_41_843.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_41_843.jpg,-0.7,0,0,19.85962
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_41_913.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_41_913.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_41_913.jpg,-0.8500001,0,0,19.83971
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_41_981.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_41_981.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_41_981.jpg,-1,0,0,19.45157
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_42_050.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_42_050.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_42_050.jpg,0,0,0,18.97216
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_42_121.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_42_121.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_42_121.jpg,0,0,0,18.67834
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_42_191.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_42_191.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_42_191.jpg,0,0,0,18.8879
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_42_259.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_42_259.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_42_259.jpg,0,0,0,18.73918
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_42_327.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_42_327.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_42_327.jpg,0,0,0,18.17598
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_42_394.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_42_394.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_42_394.jpg,0,0,0,18.52655
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_42_463.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_42_463.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_42_463.jpg,0,0,0,18.38929
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_42_531.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_42_531.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_42_531.jpg,0,0,0,17.77143
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_42_599.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_42_599.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_42_599.jpg,0,0,0,17.62227
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_42_667.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_42_667.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_42_667.jpg,0,0,0,18.03039
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_42_735.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_42_735.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_42_735.jpg,0,0,0,17.40154
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_42_805.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_42_805.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_42_805.jpg,0,0,0,17.25621
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_42_873.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_42_873.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_42_873.jpg,0,0.1080507,0,17.68376
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_42_942.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_42_942.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_42_942.jpg,0,0.3599493,0,17.73696
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_43_010.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_43_010.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_43_010.jpg,0,0.5411084,0,17.5758
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_43_078.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_43_078.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_43_078.jpg,0,0.6957579,0,18.26016
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_43_144.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_43_144.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_43_144.jpg,-0.15,0.4628085,0,18.68204
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_43_212.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_43_212.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_43_212.jpg,-0.3,0.2866533,0,18.49019
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_43_281.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_43_281.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_43_281.jpg,-0.5000001,0.0394377,0,18.38047
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_43_349.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_43_349.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_43_349.jpg,-0.6500001,0,0,18.5365
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_43_417.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_43_417.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_43_417.jpg,0,0,0,17.97609
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_43_487.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_43_487.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_43_487.jpg,0,0,0,17.74121
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_43_555.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_43_555.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_43_555.jpg,0,0,0,18.11498
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_43_625.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_43_625.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_43_625.jpg,0,0,0,17.97042
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_43_695.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_43_695.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_43_695.jpg,0,0,0,17.33887
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_43_763.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_43_763.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_43_763.jpg,0,0,0,17.19336
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_43_831.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_43_831.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_43_831.jpg,0,0,0,17.61592
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_43_902.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_43_902.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_43_902.jpg,0,0,0,17.4768
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_43_969.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_43_969.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_43_969.jpg,0,0,0,16.83717
E:\selfless_car\term1-simulator-windows\Data\IMG\center_2019_02_15_20_58_44_038.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\left_2019_02_15_20_58_44_038.jpg,E:\selfless_car\term1-simulator-windows\Data\IMG\right_2019_02_15_20_58_44_038.jpg,0,0,0,17.27019
